"","attributeA_option1","attributeA_option2","attributeB_option1","attributeB_option2","trialid","ppntid","calcsd","Bweight","toleranceA","toleranceB","orderr","value1","value2","oraclechoice","rowname","choice"
"253",5,5,2.22222222222222,5,3,"5",0.5,0.555555555555556,1,1,0.1,3.45679012345679,5,2,253,1
"254",5,5,3.33333333333333,5,4,"5",0.5,0.555555555555556,1,1,0.1,4.07407407407407,5,2,254,2
"255",5,5,4.44444444444444,5,5,"5",0.5,0.555555555555556,1,1,0.1,4.69135802469136,5,2,255,2
"256",5,5,5.55555555555556,5,6,"5",0.5,0.555555555555556,1,1,0.1,5.30864197530864,5,1,256,1
"257",5,5,6.66666666666667,5,7,"5",0.5,0.555555555555556,1,1,0.1,5.92592592592593,5,1,257,1
"258",5,5,7.77777777777778,5,8,"5",0.5,0.555555555555556,1,1,0.1,6.54320987654321,5,1,258,1
"259",5,5,8.88888888888889,5,9,"5",0.5,0.555555555555556,1,1,0.1,7.16049382716049,5,1,259,2
"260",5,5,10,5,10,"5",0.5,0.555555555555556,1,1,0.1,7.77777777777778,5,1,260,1
"261",5,5,0,5,1,"6",0.5,0.666666666666667,1,1,0.1,1.66666666666667,5,2,261,2
"262",5,5,1.11111111111111,5,2,"6",0.5,0.666666666666667,1,1,0.1,2.40740740740741,5,2,262,2
"263",5,5,2.22222222222222,5,3,"6",0.5,0.666666666666667,1,1,0.1,3.14814814814815,5,2,263,2
"264",5,5,3.33333333333333,5,4,"6",0.5,0.666666666666667,1,1,0.1,3.88888888888889,5,2,264,2
"265",5,5,4.44444444444444,5,5,"6",0.5,0.666666666666667,1,1,0.1,4.62962962962963,5,2,265,2
"266",5,5,5.55555555555556,5,6,"6",0.5,0.666666666666667,1,1,0.1,5.37037037037037,5,1,266,1
"267",5,5,6.66666666666667,5,7,"6",0.5,0.666666666666667,1,1,0.1,6.11111111111111,5,1,267,2
"268",5,5,7.77777777777778,5,8,"6",0.5,0.666666666666667,1,1,0.1,6.85185185185185,5,1,268,2
"269",5,5,8.88888888888889,5,9,"6",0.5,0.666666666666667,1,1,0.1,7.59259259259259,5,1,269,1
"270",5,5,10,5,10,"6",0.5,0.666666666666667,1,1,0.1,8.33333333333333,5,1,270,1
"271",5,5,0,5,1,"7",0.5,0.777777777777778,1,1,0.1,1.11111111111111,5,2,271,2
"272",5,5,1.11111111111111,5,2,"7",0.5,0.777777777777778,1,1,0.1,1.97530864197531,5,2,272,2
"273",5,5,2.22222222222222,5,3,"7",0.5,0.777777777777778,1,1,0.1,2.83950617283951,5,2,273,2
"274",5,5,3.33333333333333,5,4,"7",0.5,0.777777777777778,1,1,0.1,3.7037037037037,5,2,274,2
"275",5,5,4.44444444444444,5,5,"7",0.5,0.777777777777778,1,1,0.1,4.5679012345679,5,2,275,1
"276",5,5,5.55555555555556,5,6,"7",0.5,0.777777777777778,1,1,0.1,5.4320987654321,5,1,276,1
"277",5,5,6.66666666666667,5,7,"7",0.5,0.777777777777778,1,1,0.1,6.2962962962963,5,1,277,2
"278",5,5,7.77777777777778,5,8,"7",0.5,0.777777777777778,1,1,0.1,7.16049382716049,5,1,278,1
"279",5,5,8.88888888888889,5,9,"7",0.5,0.777777777777778,1,1,0.1,8.02469135802469,5,1,279,2
"280",5,5,10,5,10,"7",0.5,0.777777777777778,1,1,0.1,8.88888888888889,5,1,280,1
"281",5,5,0,5,1,"8",0.5,0.888888888888889,1,1,0.1,0.555555555555556,5,2,281,1
"282",5,5,1.11111111111111,5,2,"8",0.5,0.888888888888889,1,1,0.1,1.54320987654321,5,2,282,2
"283",5,5,2.22222222222222,5,3,"8",0.5,0.888888888888889,1,1,0.1,2.53086419753086,5,2,283,2
"284",5,5,3.33333333333333,5,4,"8",0.5,0.888888888888889,1,1,0.1,3.51851851851852,5,2,284,2
"285",5,5,4.44444444444444,5,5,"8",0.5,0.888888888888889,1,1,0.1,4.50617283950617,5,2,285,2
"286",5,5,5.55555555555556,5,6,"8",0.5,0.888888888888889,1,1,0.1,5.49382716049383,5,1,286,1
"287",5,5,6.66666666666667,5,7,"8",0.5,0.888888888888889,1,1,0.1,6.48148148148148,5,1,287,2
"288",5,5,7.77777777777778,5,8,"8",0.5,0.888888888888889,1,1,0.1,7.46913580246914,5,1,288,1
"289",5,5,8.88888888888889,5,9,"8",0.5,0.888888888888889,1,1,0.1,8.45679012345679,5,1,289,2
"290",5,5,10,5,10,"8",0.5,0.888888888888889,1,1,0.1,9.44444444444444,5,1,290,1
"291",5,5,0,5,1,"9",0.5,1,1,1,0.1,0,5,2,291,2
"292",5,5,1.11111111111111,5,2,"9",0.5,1,1,1,0.1,1.11111111111111,5,2,292,2
"293",5,5,2.22222222222222,5,3,"9",0.5,1,1,1,0.1,2.22222222222222,5,2,293,2
"294",5,5,3.33333333333333,5,4,"9",0.5,1,1,1,0.1,3.33333333333333,5,2,294,2
"295",5,5,4.44444444444444,5,5,"9",0.5,1,1,1,0.1,4.44444444444444,5,2,295,2
"296",5,5,5.55555555555556,5,6,"9",0.5,1,1,1,0.1,5.55555555555556,5,1,296,1
"297",5,5,6.66666666666667,5,7,"9",0.5,1,1,1,0.1,6.66666666666667,5,1,297,1
"298",5,5,7.77777777777778,5,8,"9",0.5,1,1,1,0.1,7.77777777777778,5,1,298,1
"299",5,5,8.88888888888889,5,9,"9",0.5,1,1,1,0.1,8.88888888888889,5,1,299,2
"300",5,5,10,5,10,"9",0.5,1,1,1,0.1,10,5,1,300,2
"301",5,5,0,5,1,"0",0.5,0,1,1,0.1,5,5,2,301,2
"302",5,5,1.11111111111111,5,2,"0",0.5,0,1,1,0.1,5,5,2,302,2
"303",5,5,2.22222222222222,5,3,"0",0.5,0,1,1,0.1,5,5,1,303,1
"304",5,5,3.33333333333333,5,4,"0",0.5,0,1,1,0.1,5,5,1,304,2
"305",5,5,4.44444444444444,5,5,"0",0.5,0,1,1,0.1,5,5,1,305,1
"306",5,5,5.55555555555556,5,6,"0",0.5,0,1,1,0.1,5,5,1,306,2
"307",5,5,6.66666666666667,5,7,"0",0.5,0,1,1,0.1,5,5,1,307,1
"308",5,5,7.77777777777778,5,8,"0",0.5,0,1,1,0.1,5,5,1,308,2
"309",5,5,8.88888888888889,5,9,"0",0.5,0,1,1,0.1,5,5,1,309,2
"310",5,5,10,5,10,"0",0.5,0,1,1,0.1,5,5,2,310,1
"311",5,5,0,5,1,"1",0.5,0.111111111111111,1,1,0.1,4.44444444444444,5,2,311,2
"312",5,5,1.11111111111111,5,2,"1",0.5,0.111111111111111,1,1,0.1,4.5679012345679,5,2,312,1
"313",5,5,2.22222222222222,5,3,"1",0.5,0.111111111111111,1,1,0.1,4.69135802469136,5,2,313,2
"314",5,5,3.33333333333333,5,4,"1",0.5,0.111111111111111,1,1,0.1,4.81481481481481,5,2,314,2
"315",5,5,4.44444444444444,5,5,"1",0.5,0.111111111111111,1,1,0.1,4.93827160493827,5,2,315,2
"316",5,5,5.55555555555556,5,6,"1",0.5,0.111111111111111,1,1,0.1,5.06172839506173,5,1,316,2
"317",5,5,6.66666666666667,5,7,"1",0.5,0.111111111111111,1,1,0.1,5.18518518518519,5,1,317,2
"318",5,5,7.77777777777778,5,8,"1",0.5,0.111111111111111,1,1,0.1,5.30864197530864,5,1,318,1
"319",5,5,8.88888888888889,5,9,"1",0.5,0.111111111111111,1,1,0.1,5.4320987654321,5,1,319,1
"320",5,5,10,5,10,"1",0.5,0.111111111111111,1,1,0.1,5.55555555555556,5,1,320,2
"321",5,5,0,5,1,"2",0.5,0.222222222222222,1,1,0.1,3.88888888888889,5,2,321,2
"322",5,5,1.11111111111111,5,2,"2",0.5,0.222222222222222,1,1,0.1,4.1358024691358,5,2,322,2
"323",5,5,2.22222222222222,5,3,"2",0.5,0.222222222222222,1,1,0.1,4.38271604938272,5,2,323,2
"324",5,5,3.33333333333333,5,4,"2",0.5,0.222222222222222,1,1,0.1,4.62962962962963,5,2,324,1
"325",5,5,4.44444444444444,5,5,"2",0.5,0.222222222222222,1,1,0.1,4.87654320987654,5,2,325,2
"326",5,5,5.55555555555556,5,6,"2",0.5,0.222222222222222,1,1,0.1,5.12345679012346,5,1,326,1
"327",5,5,6.66666666666667,5,7,"2",0.5,0.222222222222222,1,1,0.1,5.37037037037037,5,1,327,1
"328",5,5,7.77777777777778,5,8,"2",0.5,0.222222222222222,1,1,0.1,5.61728395061728,5,1,328,1
"329",5,5,8.88888888888889,5,9,"2",0.5,0.222222222222222,1,1,0.1,5.8641975308642,5,1,329,1
"330",5,5,10,5,10,"2",0.5,0.222222222222222,1,1,0.1,6.11111111111111,5,1,330,2
"331",5,5,0,5,1,"3",0.5,0.333333333333333,1,1,0.1,3.33333333333333,5,2,331,2
"332",5,5,1.11111111111111,5,2,"3",0.5,0.333333333333333,1,1,0.1,3.7037037037037,5,2,332,2
"333",5,5,2.22222222222222,5,3,"3",0.5,0.333333333333333,1,1,0.1,4.07407407407407,5,2,333,2
"334",5,5,3.33333333333333,5,4,"3",0.5,0.333333333333333,1,1,0.1,4.44444444444444,5,2,334,2
"335",5,5,4.44444444444444,5,5,"3",0.5,0.333333333333333,1,1,0.1,4.81481481481481,5,2,335,1
"336",5,5,5.55555555555556,5,6,"3",0.5,0.333333333333333,1,1,0.1,5.18518518518519,5,1,336,2
"337",5,5,6.66666666666667,5,7,"3",0.5,0.333333333333333,1,1,0.1,5.55555555555556,5,1,337,1
"338",5,5,7.77777777777778,5,8,"3",0.5,0.333333333333333,1,1,0.1,5.92592592592593,5,1,338,1
"339",5,5,8.88888888888889,5,9,"3",0.5,0.333333333333333,1,1,0.1,6.2962962962963,5,1,339,1
"340",5,5,10,5,10,"3",0.5,0.333333333333333,1,1,0.1,6.66666666666667,5,1,340,1
"341",5,5,0,5,1,"4",0.5,0.444444444444444,1,1,0.1,2.77777777777778,5,2,341,1
"342",5,5,1.11111111111111,5,2,"4",0.5,0.444444444444444,1,1,0.1,3.2716049382716,5,2,342,2
"343",5,5,2.22222222222222,5,3,"4",0.5,0.444444444444444,1,1,0.1,3.76543209876543,5,2,343,1
"344",5,5,3.33333333333333,5,4,"4",0.5,0.444444444444444,1,1,0.1,4.25925925925926,5,2,344,2
"345",5,5,4.44444444444444,5,5,"4",0.5,0.444444444444444,1,1,0.1,4.75308641975309,5,2,345,2
"346",5,5,5.55555555555556,5,6,"4",0.5,0.444444444444444,1,1,0.1,5.24691358024691,5,1,346,2
"347",5,5,6.66666666666667,5,7,"4",0.5,0.444444444444444,1,1,0.1,5.74074074074074,5,1,347,1
"348",5,5,7.77777777777778,5,8,"4",0.5,0.444444444444444,1,1,0.1,6.23456790123457,5,1,348,2
"349",5,5,8.88888888888889,5,9,"4",0.5,0.444444444444444,1,1,0.1,6.72839506172839,5,1,349,1
"350",5,5,10,5,10,"4",0.5,0.444444444444444,1,1,0.1,7.22222222222222,5,1,350,2
"351",5,5,0,5,1,"5",0.5,0.555555555555556,1,1,0.1,2.22222222222222,5,2,351,2
"352",5,5,1.11111111111111,5,2,"5",0.5,0.555555555555556,1,1,0.1,2.83950617283951,5,2,352,1
"353",5,5,2.22222222222222,5,3,"5",0.5,0.555555555555556,1,1,0.1,3.45679012345679,5,2,353,2
"354",5,5,3.33333333333333,5,4,"5",0.5,0.555555555555556,1,1,0.1,4.07407407407407,5,2,354,2
"355",5,5,4.44444444444444,5,5,"5",0.5,0.555555555555556,1,1,0.1,4.69135802469136,5,2,355,1
"356",5,5,5.55555555555556,5,6,"5",0.5,0.555555555555556,1,1,0.1,5.30864197530864,5,1,356,1
"357",5,5,6.66666666666667,5,7,"5",0.5,0.555555555555556,1,1,0.1,5.92592592592593,5,1,357,1
"358",5,5,7.77777777777778,5,8,"5",0.5,0.555555555555556,1,1,0.1,6.54320987654321,5,1,358,1
"359",5,5,8.88888888888889,5,9,"5",0.5,0.555555555555556,1,1,0.1,7.16049382716049,5,1,359,1
"360",5,5,10,5,10,"5",0.5,0.555555555555556,1,1,0.1,7.77777777777778,5,1,360,1
"361",5,5,0,5,1,"6",0.5,0.666666666666667,1,1,0.1,1.66666666666667,5,2,361,1
"362",5,5,1.11111111111111,5,2,"6",0.5,0.666666666666667,1,1,0.1,2.40740740740741,5,2,362,2
"363",5,5,2.22222222222222,5,3,"6",0.5,0.666666666666667,1,1,0.1,3.14814814814815,5,2,363,1
"364",5,5,3.33333333333333,5,4,"6",0.5,0.666666666666667,1,1,0.1,3.88888888888889,5,2,364,2
"365",5,5,4.44444444444444,5,5,"6",0.5,0.666666666666667,1,1,0.1,4.62962962962963,5,2,365,2
"366",5,5,5.55555555555556,5,6,"6",0.5,0.666666666666667,1,1,0.1,5.37037037037037,5,1,366,2
"367",5,5,6.66666666666667,5,7,"6",0.5,0.666666666666667,1,1,0.1,6.11111111111111,5,1,367,2
"368",5,5,7.77777777777778,5,8,"6",0.5,0.666666666666667,1,1,0.1,6.85185185185185,5,1,368,1
"369",5,5,8.88888888888889,5,9,"6",0.5,0.666666666666667,1,1,0.1,7.59259259259259,5,1,369,1
"370",5,5,10,5,10,"6",0.5,0.666666666666667,1,1,0.1,8.33333333333333,5,1,370,2
"371",5,5,0,5,1,"7",0.5,0.777777777777778,1,1,0.1,1.11111111111111,5,2,371,2
"372",5,5,1.11111111111111,5,2,"7",0.5,0.777777777777778,1,1,0.1,1.97530864197531,5,2,372,2
"373",5,5,2.22222222222222,5,3,"7",0.5,0.777777777777778,1,1,0.1,2.83950617283951,5,2,373,2
"374",5,5,3.33333333333333,5,4,"7",0.5,0.777777777777778,1,1,0.1,3.7037037037037,5,2,374,2
"375",5,5,4.44444444444444,5,5,"7",0.5,0.777777777777778,1,1,0.1,4.5679012345679,5,2,375,1
"376",5,5,5.55555555555556,5,6,"7",0.5,0.777777777777778,1,1,0.1,5.4320987654321,5,1,376,1
"377",5,5,6.66666666666667,5,7,"7",0.5,0.777777777777778,1,1,0.1,6.2962962962963,5,1,377,1
"378",5,5,7.77777777777778,5,8,"7",0.5,0.777777777777778,1,1,0.1,7.16049382716049,5,1,378,2
"379",5,5,8.88888888888889,5,9,"7",0.5,0.777777777777778,1,1,0.1,8.02469135802469,5,1,379,1
"380",5,5,10,5,10,"7",0.5,0.777777777777778,1,1,0.1,8.88888888888889,5,1,380,1
"381",5,5,0,5,1,"8",0.5,0.888888888888889,1,1,0.1,0.555555555555556,5,2,381,2
"382",5,5,1.11111111111111,5,2,"8",0.5,0.888888888888889,1,1,0.1,1.54320987654321,5,2,382,2
"383",5,5,2.22222222222222,5,3,"8",0.5,0.888888888888889,1,1,0.1,2.53086419753086,5,2,383,2
"384",5,5,3.33333333333333,5,4,"8",0.5,0.888888888888889,1,1,0.1,3.51851851851852,5,2,384,2
"385",5,5,4.44444444444444,5,5,"8",0.5,0.888888888888889,1,1,0.1,4.50617283950617,5,2,385,1
"386",5,5,5.55555555555556,5,6,"8",0.5,0.888888888888889,1,1,0.1,5.49382716049383,5,1,386,1
"387",5,5,6.66666666666667,5,7,"8",0.5,0.888888888888889,1,1,0.1,6.48148148148148,5,1,387,1
"388",5,5,7.77777777777778,5,8,"8",0.5,0.888888888888889,1,1,0.1,7.46913580246914,5,1,388,1
"389",5,5,8.88888888888889,5,9,"8",0.5,0.888888888888889,1,1,0.1,8.45679012345679,5,1,389,1
"390",5,5,10,5,10,"8",0.5,0.888888888888889,1,1,0.1,9.44444444444444,5,1,390,2
"391",5,5,0,5,1,"9",0.5,1,1,1,0.1,0,5,2,391,2
"392",5,5,1.11111111111111,5,2,"9",0.5,1,1,1,0.1,1.11111111111111,5,2,392,2
"393",5,5,2.22222222222222,5,3,"9",0.5,1,1,1,0.1,2.22222222222222,5,2,393,1
"394",5,5,3.33333333333333,5,4,"9",0.5,1,1,1,0.1,3.33333333333333,5,2,394,2
"395",5,5,4.44444444444444,5,5,"9",0.5,1,1,1,0.1,4.44444444444444,5,2,395,2
"396",5,5,5.55555555555556,5,6,"9",0.5,1,1,1,0.1,5.55555555555556,5,1,396,2
"397",5,5,6.66666666666667,5,7,"9",0.5,1,1,1,0.1,6.66666666666667,5,1,397,1
"398",5,5,7.77777777777778,5,8,"9",0.5,1,1,1,0.1,7.77777777777778,5,1,398,1
"399",5,5,8.88888888888889,5,9,"9",0.5,1,1,1,0.1,8.88888888888889,5,1,399,1
"400",5,5,10,5,10,"9",0.5,1,1,1,0.1,10,5,1,400,1
